data-productividad-producto-producto_obtenido,data-productividad-producto-rendimiento_estimado,data-productividad-producto-rendimiento_real,data-productividad-producto-porcentaje_venta,data-productividad-producto-destinado_autoconsumo,data-productividad-producto-destinado_a_semilla,data-productividad-producto-vendio_producto,data-productividad-producto-precio_venta,PARENT_KEY,KEY
primera,4,3,60,30,10,si,1.5,uuid:93b70fbf-b353-4cec-acb1-6772cb07803b,uuid:93b70fbf-b353-4cec-acb1-6772cb07803b/producto[1]
primera,4,3,50,40,10,si,1.2,uuid:f967d7ad-bdc6-49e0-87c4-cb618bf2193f,uuid:f967d7ad-bdc6-49e0-87c4-cb618bf2193f/producto[1]
primera,5,3,30,50,20,si,1.2,uuid:5e791f9e-ea3c-4cac-817f-4c87bf61c305,uuid:5e791f9e-ea3c-4cac-817f-4c87bf61c305/producto[1]
primera,7,6,60,30,10,si,1.5,uuid:de634073-bc9c-4faa-b21d-302553844146,uuid:de634073-bc9c-4faa-b21d-302553844146/producto[1]
primera,4,4,50,40,10,si,1.2,uuid:c4f8581a-ef9e-4e99-9b08-9161aa3d6357,uuid:c4f8581a-ef9e-4e99-9b08-9161aa3d6357/producto[1]
primera,9,7,30,50,20,si,1.2,uuid:b82f5a2a-4846-42ae-a4b6-4172923b607b,uuid:b82f5a2a-4846-42ae-a4b6-4172923b607b/producto[1]
primera,4,3,30,60,10,si,1.5,uuid:29f14066-b84b-4e48-8464-419334d791d0,uuid:29f14066-b84b-4e48-8464-419334d791d0/producto[1]
primera,1,1,20,60,20,si,1.3,uuid:3572deb2-4227-4138-93cc-9c2ecb867736,uuid:3572deb2-4227-4138-93cc-9c2ecb867736/producto[1]
primera,3,2.5,40,50,10,si,3,uuid:b960a1a7-82b5-4e7e-967f-52239b4b6883,uuid:b960a1a7-82b5-4e7e-967f-52239b4b6883/producto[1]
primera,4,3,50,40,10,si,2.9,uuid:6af6b3c1-78b8-4e9a-8164-ced1cb7c2e39,uuid:6af6b3c1-78b8-4e9a-8164-ced1cb7c2e39/producto[1]
primera,2,1,20,60,20,si,3,uuid:10545a18-53d5-443c-b114-d4650c8d5771,uuid:10545a18-53d5-443c-b114-d4650c8d5771/producto[1]
primera,9,6,60,30,10,si,2.9,uuid:9a4195f3-5f5d-4264-98e5-26a8de16ad74,uuid:9a4195f3-5f5d-4264-98e5-26a8de16ad74/producto[1]
primera,11,8,70,20,10,si,3,uuid:9c717eb0-5644-4a88-b45c-c7cf0e6c3187,uuid:9c717eb0-5644-4a88-b45c-c7cf0e6c3187/producto[1]
primera,4,2.5,60,30,10,si,2.9,uuid:1f4f3e70-a8cc-4e70-90df-48ad8419cbf8,uuid:1f4f3e70-a8cc-4e70-90df-48ad8419cbf8/producto[1]
primera,4,3,40,40,20,si,3,uuid:4a662001-75c0-4d46-b83e-5c12dfca0aa2,uuid:4a662001-75c0-4d46-b83e-5c12dfca0aa2/producto[1]
primera,7,5,50,40,10,si,2.7,uuid:397aa35d-99ed-4673-91f7-2e5f770daae3,uuid:397aa35d-99ed-4673-91f7-2e5f770daae3/producto[1]
primera,2,1,20,70,10,si,2.5,uuid:fe8d7060-e54c-4ec3-915f-85973a569515,uuid:fe8d7060-e54c-4ec3-915f-85973a569515/producto[1]
primera,5,3.5,60,30,10,si,2.6,uuid:ecdb5718-fd2d-4a0b-b49b-e1ad64197778,uuid:ecdb5718-fd2d-4a0b-b49b-e1ad64197778/producto[1]
primera,6,5,50,40,10,si,2.5,uuid:e28855fa-07fe-481d-bbbc-b201143cd721,uuid:e28855fa-07fe-481d-bbbc-b201143cd721/producto[1]
primera,4,3.5,60,20,20,si,3,uuid:fafcaa42-d9f9-4637-b7fd-ee1be8cb2b37,uuid:fafcaa42-d9f9-4637-b7fd-ee1be8cb2b37/producto[1]
primera,2,1.5,0,80,20,no,0,uuid:596c87e8-2a98-456e-abdb-3aa258e7c424,uuid:596c87e8-2a98-456e-abdb-3aa258e7c424/producto[1]
primera,5,3,40,50,10,si,3,uuid:0089e5d5-0666-4275-be4d-cddd26942366,uuid:0089e5d5-0666-4275-be4d-cddd26942366/producto[1]
primera,5,4,60,30,10,si,2.5,uuid:ce24c188-38e2-40f9-a024-c35b6c14004f,uuid:ce24c188-38e2-40f9-a024-c35b6c14004f/producto[1]
primera,10,8,50,40,10,si,2.6,uuid:11f9cd04-ceb7-4652-8656-ce8c37b08734,uuid:11f9cd04-ceb7-4652-8656-ce8c37b08734/producto[1]
primera,7,5,60,30,10,si,2.7,uuid:a4901973-7ecc-4535-b324-19ccf39a3b50,uuid:a4901973-7ecc-4535-b324-19ccf39a3b50/producto[1]
primera,4,3,25,65,10,si,2.5,uuid:ec70f0a2-bfed-4f74-b1df-cc96d168281f,uuid:ec70f0a2-bfed-4f74-b1df-cc96d168281f/producto[1]
primera,10,7,60,20,20,si,2.6,uuid:1f8efc25-9502-4aba-b791-021f3b45872b,uuid:1f8efc25-9502-4aba-b791-021f3b45872b/producto[1]
primera,25,22,60,30,10,si,2.6,uuid:510edb0f-2916-40ad-b6c3-1992d9ee1278,uuid:510edb0f-2916-40ad-b6c3-1992d9ee1278/producto[1]
primera,9,7,60,30,10,si,2.5,uuid:f90f57fd-58ac-4ccc-afde-e7e6c71398f0,uuid:f90f57fd-58ac-4ccc-afde-e7e6c71398f0/producto[1]
primera,8,6,40,40,20,si,2.8,uuid:1b3f6a68-72cb-4e8d-b216-8159d0571aed,uuid:1b3f6a68-72cb-4e8d-b216-8159d0571aed/producto[1]
primera,2,1.5,20,60,20,si,2.7,uuid:b8b89de0-481b-4105-84f5-9ac7277e5a37,uuid:b8b89de0-481b-4105-84f5-9ac7277e5a37/producto[1]
primera,10,9,25,65,10,si,3,uuid:0b53cf2d-a687-422a-9ae1-85bc5eaa93fe,uuid:0b53cf2d-a687-422a-9ae1-85bc5eaa93fe/producto[1]
primera,6,4,60,20,20,si,2.6,uuid:683f38d3-2dab-4f97-a2db-efc83cb3ff7c,uuid:683f38d3-2dab-4f97-a2db-efc83cb3ff7c/producto[1]
primera,8,5,50,30,20,si,2.5,uuid:86a1314c-69f0-46f0-88cc-4cc58a52609c,uuid:86a1314c-69f0-46f0-88cc-4cc58a52609c/producto[1]
primera,2,1.6,60,30,10,si,2.5,uuid:be2b9728-48ce-41bc-98a0-858acbd5de74,uuid:be2b9728-48ce-41bc-98a0-858acbd5de74/producto[1]
primera,18,15,50,40,10,si,3,uuid:65d0c3c1-de9a-4cdc-a543-7a435a92aca8,uuid:65d0c3c1-de9a-4cdc-a543-7a435a92aca8/producto[1]
primera,8,7,70,20,10,si,2.7,uuid:779a620f-da17-4f1f-a79e-c37268807e9b,uuid:779a620f-da17-4f1f-a79e-c37268807e9b/producto[1]
primera,8,6,25,65,10,si,2.5,uuid:9059a8ed-0581-4e6e-a0ad-0d30d8ecdb0a,uuid:9059a8ed-0581-4e6e-a0ad-0d30d8ecdb0a/producto[1]
primera,18,14,60,30,10,si,2.7,uuid:da1d9dc7-f1d4-4dbd-b169-746470f7a9b6,uuid:da1d9dc7-f1d4-4dbd-b169-746470f7a9b6/producto[1]
primera,7,6,50,40,10,si,2.6,uuid:67fa0510-7b19-4a25-a288-9233a71213d0,uuid:67fa0510-7b19-4a25-a288-9233a71213d0/producto[1]
primera,12,9,60,30,10,si,2.5,uuid:171de4cb-e79a-418a-999e-4aa87f5c638c,uuid:171de4cb-e79a-418a-999e-4aa87f5c638c/producto[1]
primera,8,7,50,40,10,si,2.6,uuid:5e12172b-2816-4999-acc8-300d639ebf73,uuid:5e12172b-2816-4999-acc8-300d639ebf73/producto[1]
primera,10,8,60,30,10,si,2.5,uuid:72ac0cd5-1485-4380-b190-f21305b1ae8d,uuid:72ac0cd5-1485-4380-b190-f21305b1ae8d/producto[1]
primera,18,15,40,40,20,si,2.8,uuid:14acb643-075d-4d8a-858e-f5255ea2e08e,uuid:14acb643-075d-4d8a-858e-f5255ea2e08e/producto[1]
primera,8,6,60,30,10,si,2.6,uuid:0a218370-2da2-4c6d-853c-da4f81989833,uuid:0a218370-2da2-4c6d-853c-da4f81989833/producto[1]
primera,5,3,60,30,10,si,2.5,uuid:eea34519-da1e-4415-a2dd-fbfaef095fec,uuid:eea34519-da1e-4415-a2dd-fbfaef095fec/producto[1]
primera,4,2.5,40,40,20,si,2.8,uuid:e89c66e3-092c-40f3-ac50-d187998101b4,uuid:e89c66e3-092c-40f3-ac50-d187998101b4/producto[1]
primera,12,10,60,30,10,si,2.6,uuid:a3e06dd6-82cd-4c47-b5fe-b3245cd966d9,uuid:a3e06dd6-82cd-4c47-b5fe-b3245cd966d9/producto[1]
primera,2,1.2,20,60,20,si,2.5,uuid:6de8c1b2-4119-45c2-9e1f-5c0396f00982,uuid:6de8c1b2-4119-45c2-9e1f-5c0396f00982/producto[1]
primera,9,7,40,40,20,si,2.8,uuid:c4d5ed66-adde-439a-9fe4-de14a340c849,uuid:c4d5ed66-adde-439a-9fe4-de14a340c849/producto[1]
primera,18,12,60,30,10,si,2.6,uuid:fe126676-753c-4a03-b8d7-29e19341d9e2,uuid:fe126676-753c-4a03-b8d7-29e19341d9e2/producto[1]
primera,5,4,70,20,10,si,2.5,uuid:ed2c385c-fbfe-4e5c-8270-68538ef222ad,uuid:ed2c385c-fbfe-4e5c-8270-68538ef222ad/producto[1]
primera,4,3,40,40,20,si,2.8,uuid:de7ff1d1-c67d-4b86-9abc-1d93dda77b72,uuid:de7ff1d1-c67d-4b86-9abc-1d93dda77b72/producto[1]
primera,10,9,50,50,0,si,2.5,uuid:cd064263-8727-4e1f-ab4d-ce707d064e04,uuid:cd064263-8727-4e1f-ab4d-ce707d064e04/producto[1]
segunda,8,8,50,0,50,si,2,uuid:cd064263-8727-4e1f-ab4d-ce707d064e04,uuid:cd064263-8727-4e1f-ab4d-ce707d064e04/producto[2]
primera,9,8,0,100,0,no,2.5,uuid:6f9caece-81d0-4aeb-8276-19a1f8a77b15,uuid:6f9caece-81d0-4aeb-8276-19a1f8a77b15/producto[1]
segunda,10,9,0,50,50,no,3,uuid:6f9caece-81d0-4aeb-8276-19a1f8a77b15,uuid:6f9caece-81d0-4aeb-8276-19a1f8a77b15/producto[2]
extra,15,14,100,0,0,si,3,uuid:ef3c912d-5eab-4644-ac8c-ba2f926660d2,uuid:ef3c912d-5eab-4644-ac8c-ba2f926660d2/producto[1]
primera,12,12,50,30,20,si,3,uuid:ef3c912d-5eab-4644-ac8c-ba2f926660d2,uuid:ef3c912d-5eab-4644-ac8c-ba2f926660d2/producto[2]
extra,10,9,100,0,0,si,4,uuid:05f6db05-531a-4c5c-8fb4-679d4f14f8ba,uuid:05f6db05-531a-4c5c-8fb4-679d4f14f8ba/producto[1]
primera,10,10,50,5,0,si,4,uuid:05f6db05-531a-4c5c-8fb4-679d4f14f8ba,uuid:05f6db05-531a-4c5c-8fb4-679d4f14f8ba/producto[2]
segunda,5,4,0,60,40,no, ,uuid:05f6db05-531a-4c5c-8fb4-679d4f14f8ba,uuid:05f6db05-531a-4c5c-8fb4-679d4f14f8ba/producto[3]
primera,11,9,10,90,0,si,3.5,uuid:aa5db73a-358d-4b66-918a-2a06e9ee4571,uuid:aa5db73a-358d-4b66-918a-2a06e9ee4571/producto[1]
segunda,7.5,6,10,80,10,si,2.5,uuid:aa5db73a-358d-4b66-918a-2a06e9ee4571,uuid:aa5db73a-358d-4b66-918a-2a06e9ee4571/producto[2]
tercera,4,3,0,100,0,no, ,uuid:aa5db73a-358d-4b66-918a-2a06e9ee4571,uuid:aa5db73a-358d-4b66-918a-2a06e9ee4571/producto[3]
primera,11,10,50,50,0,si,3,uuid:7cf28838-d22c-40c1-be2c-0be400731484,uuid:7cf28838-d22c-40c1-be2c-0be400731484/producto[1]
segunda,9,9,0,80,20,no, ,uuid:7cf28838-d22c-40c1-be2c-0be400731484,uuid:7cf28838-d22c-40c1-be2c-0be400731484/producto[2]
primera,13,12,100,0,0,si,2.5,uuid:65d6923a-7ed2-430c-9774-323ae86be86c,uuid:65d6923a-7ed2-430c-9774-323ae86be86c/producto[1]
segunda,10,9,20,80,0,si,2.5,uuid:65d6923a-7ed2-430c-9774-323ae86be86c,uuid:65d6923a-7ed2-430c-9774-323ae86be86c/producto[2]
tercera,2,2,0,0,100,no, ,uuid:65d6923a-7ed2-430c-9774-323ae86be86c,uuid:65d6923a-7ed2-430c-9774-323ae86be86c/producto[3]
primera,9,9,100,0,0,si,3,uuid:42cadf05-26fd-4409-b663-ed8dc78ae2f3,uuid:42cadf05-26fd-4409-b663-ed8dc78ae2f3/producto[1]
segunda,8,8,50,50,0,si,2.5,uuid:42cadf05-26fd-4409-b663-ed8dc78ae2f3,uuid:42cadf05-26fd-4409-b663-ed8dc78ae2f3/producto[2]
tercera,5,5,0,0,100,no, ,uuid:42cadf05-26fd-4409-b663-ed8dc78ae2f3,uuid:42cadf05-26fd-4409-b663-ed8dc78ae2f3/producto[3]
primera,10,10,40,60,0,si,2,uuid:eb6256f5-4133-446e-bf07-b07fcf236b66,uuid:eb6256f5-4133-446e-bf07-b07fcf236b66/producto[1]
segunda,12,12,0,100,0,no, ,uuid:eb6256f5-4133-446e-bf07-b07fcf236b66,uuid:eb6256f5-4133-446e-bf07-b07fcf236b66/producto[2]
primera,25,14.59,0,100,0,no,2.5,uuid:97a51f39-4fe9-415f-b4ae-42436562cb46,uuid:97a51f39-4fe9-415f-b4ae-42436562cb46/producto[1]
segunda,12,9.72,0,20,80,no,2,uuid:97a51f39-4fe9-415f-b4ae-42436562cb46,uuid:97a51f39-4fe9-415f-b4ae-42436562cb46/producto[2]
tercera,6,4.86,0,100,0,no,1.5,uuid:97a51f39-4fe9-415f-b4ae-42436562cb46,uuid:97a51f39-4fe9-415f-b4ae-42436562cb46/producto[3]
primera,1.5,1,0,100,0,no,2.5,uuid:a015e15f-c82d-4a9a-9656-fa35234c2017,uuid:a015e15f-c82d-4a9a-9656-fa35234c2017/producto[1]
segunda,3.6,2.4,0,100,0,no,2,uuid:a015e15f-c82d-4a9a-9656-fa35234c2017,uuid:a015e15f-c82d-4a9a-9656-fa35234c2017/producto[2]
tercera,2,1,0,100,0,no,1.5,uuid:a015e15f-c82d-4a9a-9656-fa35234c2017,uuid:a015e15f-c82d-4a9a-9656-fa35234c2017/producto[3]
segunda,3.2,1.6,0,80,20,no,2,uuid:b1beffde-48d6-49cf-8c39-3a617819afc7,uuid:b1beffde-48d6-49cf-8c39-3a617819afc7/producto[1]
tercera,1.6,0.6,0,100,0,no,1.5,uuid:b1beffde-48d6-49cf-8c39-3a617819afc7,uuid:b1beffde-48d6-49cf-8c39-3a617819afc7/producto[2]
segunda,3,2,0,100,0,no,2,uuid:f8474f0b-b6cd-48c3-b7bc-a249dda6705f,uuid:f8474f0b-b6cd-48c3-b7bc-a249dda6705f/producto[1]
tercera,1.5,1,0,100,0,no,1.5,uuid:f8474f0b-b6cd-48c3-b7bc-a249dda6705f,uuid:f8474f0b-b6cd-48c3-b7bc-a249dda6705f/producto[2]
primera,4.5,4,0,100,0,no,2.5,uuid:af6ada6b-b73a-414e-9e51-a1757ef50484,uuid:af6ada6b-b73a-414e-9e51-a1757ef50484/producto[1]
segunda,5,3.5,0,70,30,no,2,uuid:af6ada6b-b73a-414e-9e51-a1757ef50484,uuid:af6ada6b-b73a-414e-9e51-a1757ef50484/producto[2]
tercera,7,5,0,100,0,no,1.5,uuid:af6ada6b-b73a-414e-9e51-a1757ef50484,uuid:af6ada6b-b73a-414e-9e51-a1757ef50484/producto[3]
primera,6,4,0,100,0,no,2.5,uuid:7da2a609-4938-4303-825e-04448b410c1e,uuid:7da2a609-4938-4303-825e-04448b410c1e/producto[1]
segunda,8,6,0,80,20,no,2,uuid:7da2a609-4938-4303-825e-04448b410c1e,uuid:7da2a609-4938-4303-825e-04448b410c1e/producto[2]
tercera,2,1,0,100,0,no,1.5,uuid:7da2a609-4938-4303-825e-04448b410c1e,uuid:7da2a609-4938-4303-825e-04448b410c1e/producto[3]
segunda,3,2,0,60,40,no,2.5,uuid:9750a6b8-e85b-44f6-95b4-60a1bb7354df,uuid:9750a6b8-e85b-44f6-95b4-60a1bb7354df/producto[1]
tercera,1.5,1,0,100,0,no,1.5,uuid:9750a6b8-e85b-44f6-95b4-60a1bb7354df,uuid:9750a6b8-e85b-44f6-95b4-60a1bb7354df/producto[2]
primera,3.5,2.5,0,100,0,no,2.5,uuid:ec411cff-dbe6-42b9-8c49-95d90a9bd7fa,uuid:ec411cff-dbe6-42b9-8c49-95d90a9bd7fa/producto[1]
segunda,6,4,0,60,40,no,2,uuid:ec411cff-dbe6-42b9-8c49-95d90a9bd7fa,uuid:ec411cff-dbe6-42b9-8c49-95d90a9bd7fa/producto[2]
tercera,3.5,3,0,100,0,no,1.5,uuid:ec411cff-dbe6-42b9-8c49-95d90a9bd7fa,uuid:ec411cff-dbe6-42b9-8c49-95d90a9bd7fa/producto[3]
primera,8,5,0,100,0,no,2.5,uuid:1e018674-a017-44f6-89b1-3eff5e913780,uuid:1e018674-a017-44f6-89b1-3eff5e913780/producto[1]
tercera,5,4,0,50,50,no,2,uuid:1e018674-a017-44f6-89b1-3eff5e913780,uuid:1e018674-a017-44f6-89b1-3eff5e913780/producto[2]
tercera,3,2.5,0,100,0,no,1.5,uuid:1e018674-a017-44f6-89b1-3eff5e913780,uuid:1e018674-a017-44f6-89b1-3eff5e913780/producto[3]
primera, , , , , , , ,uuid:ebceaf45-c614-473f-b982-d18fcc606cc4,uuid:ebceaf45-c614-473f-b982-d18fcc606cc4/producto[1]
primera,5,4,0,100,0,no,2.5,uuid:ebceaf45-c614-473f-b982-d18fcc606cc4,uuid:ebceaf45-c614-473f-b982-d18fcc606cc4/producto[2]
segunda,10,8,0,40,60,no,2,uuid:ebceaf45-c614-473f-b982-d18fcc606cc4,uuid:ebceaf45-c614-473f-b982-d18fcc606cc4/producto[3]
tercera,5,3,1.5,100,0,no,1.5,uuid:ebceaf45-c614-473f-b982-d18fcc606cc4,uuid:ebceaf45-c614-473f-b982-d18fcc606cc4/producto[4]
primera,9,7,20,80,0,si,2.5,uuid:c336e218-e51e-45c6-98f2-e51129e75b11,uuid:c336e218-e51e-45c6-98f2-e51129e75b11/producto[1]
segunda,10,8,0,40,60,no,2,uuid:c336e218-e51e-45c6-98f2-e51129e75b11,uuid:c336e218-e51e-45c6-98f2-e51129e75b11/producto[2]
tercera,4,3,0,100,0,no,1.5,uuid:c336e218-e51e-45c6-98f2-e51129e75b11,uuid:c336e218-e51e-45c6-98f2-e51129e75b11/producto[3]
primera,2,1,0,100,0,no,2.5,uuid:9e4fe456-6251-48cb-89e0-61dba67200f7,uuid:9e4fe456-6251-48cb-89e0-61dba67200f7/producto[1]
segunda,4,3,0,30,70,no,2,uuid:9e4fe456-6251-48cb-89e0-61dba67200f7,uuid:9e4fe456-6251-48cb-89e0-61dba67200f7/producto[2]
tercera,3,2.4,0,100,0,no,1.5,uuid:9e4fe456-6251-48cb-89e0-61dba67200f7,uuid:9e4fe456-6251-48cb-89e0-61dba67200f7/producto[3]
segunda,3.5,3,0,100,0,no,2,uuid:9d6483c0-b6f8-4ed8-af43-7460ad886f64,uuid:9d6483c0-b6f8-4ed8-af43-7460ad886f64/producto[1]
tercera,3,2,0,100,0,no,1.5,uuid:9d6483c0-b6f8-4ed8-af43-7460ad886f64,uuid:9d6483c0-b6f8-4ed8-af43-7460ad886f64/producto[2]
primera,3,2,0,100,0,no,2.5,uuid:f2de1fa7-ed83-465f-87ee-3d6d13e7a3db,uuid:f2de1fa7-ed83-465f-87ee-3d6d13e7a3db/producto[1]
segunda,6.5,5,0,60,40,no,2.5,uuid:f2de1fa7-ed83-465f-87ee-3d6d13e7a3db,uuid:f2de1fa7-ed83-465f-87ee-3d6d13e7a3db/producto[2]
tercera,3,2.5,0,100,0,no,1.5,uuid:f2de1fa7-ed83-465f-87ee-3d6d13e7a3db,uuid:f2de1fa7-ed83-465f-87ee-3d6d13e7a3db/producto[3]
primera,4.5,3,0,100,0,no,2.5,uuid:0d4aeda2-19ca-44fa-bec0-60b5895ce8e7,uuid:0d4aeda2-19ca-44fa-bec0-60b5895ce8e7/producto[1]
segunda,6,4,0,50,50,no,2,uuid:0d4aeda2-19ca-44fa-bec0-60b5895ce8e7,uuid:0d4aeda2-19ca-44fa-bec0-60b5895ce8e7/producto[2]
tercera,9,7,0,100,0,no,1.5,uuid:0d4aeda2-19ca-44fa-bec0-60b5895ce8e7,uuid:0d4aeda2-19ca-44fa-bec0-60b5895ce8e7/producto[3]
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
